src,tgt,WER,CER
7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean.txt,vc_7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean_002554821541645363274dc32fb_906caf0550f84d368d35bb472677eca3_1.txt,0.1927710843373494,0.021961932650073207
7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean.txt,vc_7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean_002636759181654935888cf8c10_58dae07cdafe4225a14ec0489254e683_1.txt,0.2289156626506024,0.024890190336749635
7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean.txt,vc_7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean_0028386695416710249141e0ca7_323acd5c9fef44409458068e92115504_1.txt,0.1927710843373494,0.027818448023426062
7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean.txt,vc_7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean_002989757291687516468a92439_968ee78f8af64cb8a295546ee03c501c_1.txt,0.3373493975903614,0.03806734992679356
7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean.txt,vc_7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean_009842296816082980187f5d6c_4769f8594505459c80b220c8a5468e92_1.txt,0.30120481927710846,0.027818448023426062
7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean.txt,vc_7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean_012112297561606126400391ceb_ef9dcbd93031454087a13687fd78767b_1.txt,0.3132530120481928,0.027818448023426062
7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean.txt,vc_7847305_我的魔法师奶奶_2b4a1e94e6744653b099b26436b22193_clean_0124926159616482674912fdae0_bd66916f5a1c407ebbd6defddb30ec57_1.txt,0.37349397590361444,0.036603221083455345
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_002186234981612353594dbea6d_43af91512ab54f2b9ddb4b9477a7ea88_1.txt,0.22580645161290322,0.027548209366391185
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_002292313381627734010c65094_5a845fe134a348b98299a423db9c0362_1.txt,0.12903225806451613,0.026170798898071626
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_002499715461641570500eeb35c_d13a5a295af24bd59f08f5e43d73f37e_1.txt,0.25806451612903225,0.03581267217630854
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_002554821541645363274dc32fb_906caf0550f84d368d35bb472677eca3_1.txt,0.13978494623655913,0.027548209366391185
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_002636759181654935888cf8c10_58dae07cdafe4225a14ec0489254e683_1.txt,0.13978494623655913,0.01652892561983471
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_0028386695416710249141e0ca7_323acd5c9fef44409458068e92115504_1.txt,0.10752688172043011,0.01790633608815427
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_002989757291687516468a92439_968ee78f8af64cb8a295546ee03c501c_1.txt,0.2903225806451613,0.03305785123966942
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_009842296816082980187f5d6c_4769f8594505459c80b220c8a5468e92_1.txt,0.25806451612903225,0.02203856749311295
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_012112297561606126400391ceb_ef9dcbd93031454087a13687fd78767b_1.txt,0.40860215053763443,0.04132231404958678
7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean.txt,vc_7847689_爷爷会七十二变_c9682345e99e45fbba38e04fa8d0c2c6_clean_0124926159616482674912fdae0_bd66916f5a1c407ebbd6defddb30ec57_1.txt,0.3763440860215054,0.0371900826446281
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_002186234981612353594dbea6d_43af91512ab54f2b9ddb4b9477a7ea88_1.txt,0.1348314606741573,0.016129032258064516
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_002292313381627734010c65094_5a845fe134a348b98299a423db9c0362_1.txt,0.16853932584269662,0.02109181141439206
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_002499715461641570500eeb35c_d13a5a295af24bd59f08f5e43d73f37e_1.txt,0.19101123595505617,0.017369727047146403
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_002554821541645363274dc32fb_906caf0550f84d368d35bb472677eca3_1.txt,0.1797752808988764,0.02109181141439206
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_002636759181654935888cf8c10_58dae07cdafe4225a14ec0489254e683_1.txt,0.1797752808988764,0.016129032258064516
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_0028386695416710249141e0ca7_323acd5c9fef44409458068e92115504_1.txt,0.15730337078651685,0.017369727047146403
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_002989757291687516468a92439_968ee78f8af64cb8a295546ee03c501c_1.txt,0.0898876404494382,0.009925558312655087
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_009842296816082980187f5d6c_4769f8594505459c80b220c8a5468e92_1.txt,0.21348314606741572,0.02109181141439206
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_012112297561606126400391ceb_ef9dcbd93031454087a13687fd78767b_1.txt,0.23595505617977527,0.019851116625310174
7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean.txt,vc_7916545_九色鹿_d3ace1e031d14b08a4dc99a323861c62_clean_0124926159616482674912fdae0_bd66916f5a1c407ebbd6defddb30ec57_1.txt,0.19101123595505617,0.02357320099255583
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_002186234981612353594dbea6d_43af91512ab54f2b9ddb4b9477a7ea88_1.txt,0.3684210526315789,0.03377265238879736
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_002292313381627734010c65094_5a845fe134a348b98299a423db9c0362_1.txt,0.24561403508771928,0.027182866556836903
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_002499715461641570500eeb35c_d13a5a295af24bd59f08f5e43d73f37e_1.txt,0.2543859649122807,0.027182866556836903
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_002554821541645363274dc32fb_906caf0550f84d368d35bb472677eca3_1.txt,0.2807017543859649,0.02800658978583196
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_002636759181654935888cf8c10_58dae07cdafe4225a14ec0489254e683_1.txt,0.2631578947368421,0.02471169686985173
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_0028386695416710249141e0ca7_323acd5c9fef44409458068e92115504_1.txt,0.32456140350877194,0.03212520593080725
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_002989757291687516468a92439_968ee78f8af64cb8a295546ee03c501c_1.txt,0.2631578947368421,0.026359143327841845
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_009842296816082980187f5d6c_4769f8594505459c80b220c8a5468e92_1.txt,0.37719298245614036,0.03377265238879736
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_012112297561606126400391ceb_ef9dcbd93031454087a13687fd78767b_1.txt,0.34210526315789475,0.032948929159802305
7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean.txt,vc_7916881_三只小猪盖房子_871e63dcdc2441799106139039fe1f58_clean_0124926159616482674912fdae0_bd66916f5a1c407ebbd6defddb30ec57_1.txt,0.2894736842105263,0.026359143327841845
